state,District,MPCE_URP,MPCE_MRP,state_1
23,3,2326.6,2861.28,MP
23,3,1742.0,1404.91,MP
23,3,1474.0,1557.01,MP
23,3,1989.88,1597.7,MP
23,3,1629.67,1190.99,MP
23,3,787.0,837.68,MP
23,3,788.5,831.07,MP
23,46,1901.5,2040.2,MP
23,46,2017.0,2075.77,MP
23,46,1532.5,1554.66,MP
23,46,1350.67,1131.72,MP
23,46,1260.0,1294.44,MP
23,46,1156.5,1277.9,MP
23,46,823.5,922.9,MP
23,46,653.25,752.74,MP
23,21,2262.0,3164.14,MP
23,21,2728.0,2866.97,MP
23,21,1357.0,1520.77,MP
23,21,2489.75,2512.35,MP
23,21,1399.67,1436.05,MP
23,21,1361.91,1509.96,MP
23,21,1076.33,947.32,MP
23,21,916.0,995.08,MP
23,22,2455.0,2793.81,MP
23,22,3479.2,2903.12,MP
23,22,4289.5,5197.86,MP
23,22,1260.0,1313.56,MP
23,22,3715.0,3351.44,MP
23,22,2186.8,1853.7,MP
23,22,1940.4,1808.13,MP
23,22,1108.33,1097.88,MP
23,30,11826.0,4980.86,MP
23,30,5288.5,5222.88,MP
23,30,5981.67,4666.37,MP
23,30,2357.43,2690.28,MP
23,30,1387.82,1619.13,MP
23,30,1340.6,1528.96,MP
23,30,751.4,825.04,MP
23,30,1207.5,1325.77,MP
23,21,5206.0,7810.73,MP
23,21,3322.5,3594.69,MP
23,21,2868.0,3354.44,MP
23,21,1194.33,1358.85,MP
23,21,1664.0,1792.63,MP
23,21,1670.5,1865.6,MP
23,21,1345.8,1304.76,MP
23,21,1100.25,1030.52,MP
23,24,1913.0,2274.03,MP
23,24,2067.0,2426.48,MP
23,24,2454.2,1981.9,MP
23,24,2792.75,2886.96,MP
23,24,2979.5,3611.42,MP
23,24,1675.5,2029.99,MP
23,24,1415.5,1776.73,MP
23,24,1362.5,1661.37,MP
23,23,4532.5,4150.45,MP
23,23,1647.86,1783.3,MP
23,23,1821.0,2018.67,MP
23,23,3028.67,3417.94,MP
23,23,1731.67,1749.66,MP
23,23,1939.5,1666.11,MP
23,23,2618.4,1586.96,MP
23,23,1933.6,1792.01,MP
23,20,2303.0,3835.33,MP
23,20,1607.0,1713.13,MP
23,20,807.17,742.14,MP
23,20,2289.6,1287.08,MP
23,20,1536.8,1924.44,MP
23,20,1208.2,1307.09,MP
23,20,761.6,964.45,MP
23,20,1569.75,1956.87,MP
23,50,1637.0,1283.62,MP
23,50,1266.17,1237.19,MP
23,50,1725.0,1737.74,MP
23,50,865.13,761.63,MP
23,50,1470.4,1334.43,MP
23,50,1841.14,1488.83,MP
23,50,832.0,707.93,MP
23,50,1034.29,877.04,MP
23,19,6902.5,7194.08,MP
23,19,3763.67,3690.24,MP
23,19,1949.67,2822.95,MP
23,19,3109.5,3813.95,MP
23,19,2585.14,2767.18,MP
23,19,2298.0,2159.2,MP
23,19,1315.25,1399.53,MP
23,19,690.0,700.0,MP
23,19,1952.25,2752.54,MP
23,19,3994.0,2736.5,MP
23,19,1658.5,2053.76,MP
23,19,2119.75,2623.98,MP
23,19,2421.25,1837.36,MP
23,19,1562.67,1804.29,MP
23,19,2305.83,1818.5,MP
23,19,2239.2,1896.27,MP
23,6,2563.0,2178.68,MP
23,6,5264.0,3875.37,MP
23,6,705.75,610.37,MP
23,6,912.17,895.58,MP
23,6,3541.8,1737.25,MP
23,6,1375.33,1473.96,MP
23,6,1207.75,1125.04,MP
23,6,419.4,458.95,MP
23,7,4095.0,4002.53,MP
23,7,2943.33,1816.79,MP
23,7,1690.4,1286.79,MP
23,7,2198.33,1733.54,MP
23,7,1473.43,1128.4,MP
23,7,1347.57,1166.27,MP
23,7,873.45,733.5,MP
23,7,1035.13,845.55,MP
23,18,1812.0,1468.1,MP
23,18,5121.0,3152.71,MP
23,18,1498.0,1120.68,MP
23,18,1399.6,1490.64,MP
23,18,2828.83,1509.87,MP
23,18,1485.67,1370.69,MP
23,18,1140.36,812.48,MP
23,18,1106.6,1021.56,MP
23,5,2949.25,2267.23,MP
23,5,2235.0,2496.51,MP
23,5,1326.0,1125.52,MP
23,5,3071.67,2602.58,MP
23,5,1693.5,1671.38,MP
23,5,1211.67,1084.22,MP
23,5,659.8,617.25,MP
23,5,977.5,796.71,MP
23,9,3987.5,2841.2,MP
23,9,4473.75,4017.31,MP
23,9,4302.0,3130.41,MP
23,9,3256.6,2428.03,MP
23,9,3628.0,2084.44,MP
23,9,1162.8,894.96,MP
23,9,3422.0,2387.62,MP
23,9,1986.38,1864.76,MP
23,8,1335.5,1441.53,MP
23,8,1059.0,1070.62,MP
23,8,1291.67,1007.05,MP
23,8,1024.75,1075.57,MP
23,8,1028.14,915.04,MP
23,8,1065.0,988.44,MP
23,8,882.33,749.78,MP
23,8,894.5,934.91,MP
23,4,1371.0,1424.37,MP
23,4,2055.5,2397.9,MP
23,4,1303.4,1403.5,MP
23,4,1621.6,1037.13,MP
23,4,1970.75,1499.96,MP
23,4,1197.0,1298.01,MP
23,4,858.67,819.92,MP
23,4,890.25,816.89,MP
23,20,3079.0,3269.75,MP
23,20,2528.5,2591.94,MP
23,20,2103.75,1475.19,MP
23,20,2138.67,2216.75,MP
23,20,893.25,902.87,MP
23,20,1511.0,1354.51,MP
23,20,1110.5,1178.03,MP
23,20,1491.2,1120.82,MP
23,4,1053.0,1017.59,MP
23,4,1733.0,1785.6,MP
23,4,752.25,804.15,MP
23,4,1335.6,1550.71,MP
23,4,802.8,695.22,MP
23,4,4322.67,4811.07,MP
23,4,661.5,665.2,MP
23,4,627.6,602.85,MP
23,9,747.25,764.6,MP
23,9,854.5,949.18,MP
23,9,1385.8,1091.24,MP
23,9,1816.25,1409.4,MP
23,9,1688.4,1591.06,MP
23,9,1548.0,1408.11,MP
23,9,2163.83,1315.32,MP
23,9,1882.0,1899.41,MP
23,4,1866.2,1951.82,MP
23,4,6118.33,4812.58,MP
23,4,12200.0,14803.56,MP
23,4,5409.67,5633.21,MP
23,4,4738.33,5489.79,MP
23,4,8343.5,10026.65,MP
23,4,8543.33,9184.16,MP
23,4,12231.0,10580.59,MP
23,5,3903.5,3605.69,MP
23,5,1575.75,1432.19,MP
23,5,1638.0,1630.36,MP
23,5,1298.5,1194.05,MP
23,5,3154.0,2768.66,MP
23,5,1199.0,1197.81,MP
23,5,2142.33,1840.51,MP
23,5,913.13,776.64,MP
23,8,3841.0,4189.49,MP
23,8,2296.4,2401.22,MP
23,8,1443.71,1587.48,MP
23,8,1164.67,891.24,MP
23,8,1481.0,1363.0,MP
23,8,1239.2,1476.26,MP
23,8,924.67,879.1,MP
23,8,618.67,598.06,MP
23,4,6977.0,12113.03,MP
23,4,5257.0,5438.71,MP
23,4,8697.0,13274.95,MP
23,4,1503.75,1634.5,MP
23,4,1804.8,1870.94,MP
23,4,1805.5,1877.83,MP
23,4,1769.0,1958.84,MP
23,4,1351.25,1485.05,MP
23,7,4404.0,4919.4,MP
23,7,5665.0,5223.85,MP
23,7,1353.4,1044.21,MP
23,7,1437.5,1440.95,MP
23,7,900.0,883.86,MP
23,7,1242.75,1310.97,MP
23,7,950.0,1035.48,MP
23,7,782.8,865.45,MP
23,6,1857.75,1654.14,MP
23,6,1952.0,1592.39,MP
23,6,1521.5,1529.62,MP
23,6,1291.67,1227.86,MP
23,6,1962.75,1584.5,MP
23,6,1384.33,1293.51,MP
23,6,686.0,745.59,MP
23,6,654.4,802.43,MP
23,3,2033.25,2073.28,MP
23,3,1802.2,1928.42,MP
23,3,1015.5,1054.32,MP
23,3,1626.2,1675.84,MP
23,3,1710.0,1708.29,MP
23,3,1039.0,975.8,MP
23,3,754.6,751.11,MP
23,3,627.5,619.47,MP
23,18,4093.0,4298.21,MP
23,18,3372.75,4752.48,MP
23,18,1881.5,1517.89,MP
23,18,1701.5,1892.32,MP
23,18,1268.0,1117.13,MP
23,18,1189.0,1205.36,MP
23,18,1293.2,1340.73,MP
23,18,1115.8,1192.27,MP
23,2,1977.83,1820.89,MP
23,2,4050.17,4592.11,MP
23,2,1200.0,1417.29,MP
23,2,1858.8,1868.8,MP
23,2,1052.14,1023.29,MP
23,2,1034.0,1130.15,MP
23,2,786.0,816.41,MP
23,2,680.59,680.97,MP
23,50,2631.2,2500.01,MP
23,50,2386.2,2308.83,MP
23,50,1979.0,1988.73,MP
23,50,2070.0,1993.36,MP
23,50,868.0,787.44,MP
23,50,1530.25,1528.54,MP
23,50,671.67,633.65,MP
23,50,672.0,571.91,MP
23,22,2123.57,2421.17,MP
23,22,9808.2,3617.95,MP
23,22,1020.7,1065.3,MP
23,22,1009.17,1117.29,MP
23,22,5006.8,2055.14,MP
23,22,2319.0,2131.24,MP
23,22,1381.75,1477.33,MP
23,22,1200.8,1196.72,MP
23,23,44424.0,7821.23,MP
23,23,5195.6,3074.8,MP
23,23,4756.0,8946.25,MP
23,23,2175.0,2039.02,MP
23,23,3473.33,2631.24,MP
23,23,3950.25,3695.15,MP
23,23,1372.2,1387.16,MP
23,23,1512.2,1259.41,MP
23,46,2833.8,1612.88,MP
23,46,1791.4,1784.29,MP
23,46,1157.0,950.61,MP
23,46,989.33,978.17,MP
23,46,959.8,992.72,MP
23,46,812.8,757.55,MP
23,46,1040.71,966.52,MP
23,46,1043.67,915.79,MP
23,21,3666.67,4187.04,MP
23,21,4828.5,6495.49,MP
23,21,1209.43,1301.09,MP
23,21,3803.0,4363.07,MP
23,21,2929.0,3143.61,MP
23,21,3049.0,3899.58,MP
23,21,717.0,766.37,MP
23,21,940.5,1163.17,MP
23,30,4173.0,3458.62,MP
23,30,2659.67,2130.9,MP
23,30,1351.0,1014.95,MP
23,30,872.0,693.64,MP
23,30,4446.0,2524.61,MP
23,30,3277.75,2891.91,MP
23,30,2819.14,1928.57,MP
23,30,672.18,585.0,MP
23,24,3516.0,2726.41,MP
23,24,1935.0,2185.41,MP
23,24,1390.5,1444.68,MP
23,24,553.75,631.99,MP
23,24,974.0,1221.26,MP
23,24,1442.0,1460.05,MP
23,24,1801.67,2144.68,MP
23,24,609.75,737.1,MP
23,21,2181.33,2664.58,MP
23,21,1603.67,1557.08,MP
23,21,1064.67,1113.14,MP
23,21,3539.0,2546.58,MP
23,21,2138.5,2435.83,MP
23,21,2816.67,2378.31,MP
23,21,968.0,1329.32,MP
23,21,1070.57,1160.77,MP
23,1,2499.4,2872.28,MP
23,1,1825.17,1845.3,MP
23,1,1495.0,1512.17,MP
23,1,1324.83,1201.2,MP
23,1,1340.33,1322.25,MP
23,1,1029.4,1140.61,MP
23,1,753.4,735.15,MP
23,1,761.4,776.63,MP
23,20,2001.0,2077.64,MP
23,20,4411.5,4538.55,MP
23,20,1742.25,1496.87,MP
23,20,1065.57,938.33,MP
23,20,1055.86,1041.63,MP
23,20,1682.67,1427.19,MP
23,20,1165.0,1181.22,MP
23,20,1529.0,1366.64,MP
23,2,2107.5,3800.79,MP
23,2,2673.0,2666.22,MP
23,2,743.69,788.89,MP
23,2,1289.67,1290.15,MP
23,2,1163.13,2206.3,MP
23,2,928.14,834.16,MP
23,2,958.75,776.59,MP
23,2,760.0,699.38,MP
23,26,3524.25,4853.7,MP
23,26,3573.0,6055.95,MP
23,26,1192.75,1301.65,MP
23,26,1726.0,1839.15,MP
23,26,1063.17,1312.76,MP
23,26,1152.33,1477.06,MP
23,26,1021.67,1774.27,MP
23,26,863.5,1036.92,MP
23,32,24902.0,9543.1,MP
23,32,10552.0,16750.63,MP
23,32,4444.25,4829.35,MP
23,32,3717.4,4744.47,MP
23,32,5081.33,7367.27,MP
23,32,5011.5,5316.29,MP
23,32,472.0,493.34,MP
23,32,802.2,842.36,MP
23,1,4055.0,4922.12,MP
23,1,7590.0,13793.11,MP
23,1,1550.33,1586.2,MP
23,1,4521.0,3276.21,MP
23,1,1161.2,1142.76,MP
23,1,1246.75,1586.25,MP
23,1,676.0,713.26,MP
23,1,658.6,703.15,MP
23,26,3541.0,3022.85,MP
23,26,3653.25,5156.81,MP
23,26,1370.67,1733.46,MP
23,26,1238.63,1462.99,MP
23,26,1289.8,1667.32,MP
23,26,1878.67,1405.88,MP
23,26,1081.57,1302.67,MP
23,26,1159.29,1396.76,MP
23,32,1673.0,1372.77,MP
23,32,1261.5,1425.71,MP
23,32,1570.0,1041.12,MP
23,32,1514.0,1543.0,MP
23,32,1347.5,1412.84,MP
23,32,1132.5,1139.49,MP
23,32,1097.33,1025.74,MP
23,32,908.14,1072.92,MP
23,32,4438.67,4416.63,MP
23,32,7370.67,7143.18,MP
23,32,6717.0,4939.12,MP
23,32,3251.25,3823.11,MP
23,32,10825.0,9024.86,MP
23,32,2504.2,2481.25,MP
23,32,2179.0,2316.47,MP
23,32,3004.75,3095.69,MP
23,26,3767.5,3529.35,MP
23,26,3917.0,4299.19,MP
23,26,1272.0,1467.73,MP
23,26,1692.25,1951.86,MP
23,26,1689.89,1567.76,MP
23,26,1265.33,1240.6,MP
23,26,921.75,1011.5,MP
23,26,989.6,974.75,MP
23,3,2610.5,2626.94,MP
23,3,2956.0,3047.58,MP
23,3,1299.71,1277.89,MP
23,3,1345.8,1277.64,MP
23,3,976.57,1063.58,MP
23,3,1348.2,1362.06,MP
23,3,1402.0,1194.1,MP
23,3,799.17,870.66,MP
23,48,5844.5,5611.83,MP
23,48,4678.33,5165.66,MP
23,48,751.67,802.15,MP
23,48,699.25,780.07,MP
23,48,765.0,812.52,MP
23,48,1068.25,1146.52,MP
23,48,615.0,677.94,MP
23,48,616.78,679.11,MP
23,30,3561.8,3555.59,MP
23,30,5891.0,6856.21,MP
23,30,1401.4,1137.69,MP
23,30,3642.0,4089.81,MP
23,30,1801.2,2175.64,MP
23,30,2622.5,2852.29,MP
23,30,998.11,1096.76,MP
23,30,972.67,1080.47,MP
23,21,2191.67,2344.2,MP
23,21,1254.5,1353.4,MP
23,21,1104.33,1256.32,MP
23,21,1244.0,1306.19,MP
23,21,1466.0,1572.78,MP
23,21,2160.75,2271.5,MP
23,21,623.83,705.75,MP
23,21,812.4,876.18,MP
23,21,5229.5,5288.2,MP
23,21,3048.0,3950.88,MP
23,21,1269.5,1329.91,MP
23,21,1266.27,1689.41,MP
23,21,1267.33,1439.34,MP
23,21,2977.33,3296.83,MP
23,21,959.33,1058.1,MP
23,21,998.33,1144.22,MP
23,24,1649.5,1681.83,MP
23,24,1323.5,1250.21,MP
23,24,1408.0,1671.32,MP
23,24,1239.17,1414.05,MP
23,24,1626.0,2217.78,MP
23,24,1052.0,1372.63,MP
23,24,954.33,1151.59,MP
23,24,887.33,1147.74,MP
23,20,3496.88,3201.74,MP
23,20,4752.0,3722.53,MP
23,20,1601.5,1680.2,MP
23,20,1921.75,2135.4,MP
23,20,1547.0,1693.92,MP
23,20,1849.25,2434.18,MP
23,20,818.4,907.25,MP
23,20,873.4,935.76,MP
23,23,3305.86,3240.99,MP
23,23,2234.0,2976.05,MP
23,23,1135.6,2289.19,MP
23,23,789.86,947.41,MP
23,23,19285.75,5319.62,MP
23,23,1357.33,1517.93,MP
23,23,6121.67,3956.48,MP
23,23,1042.0,1275.33,MP
23,22,8252.0,8960.08,MP
23,22,2723.25,3786.5,MP
23,22,2535.0,2915.08,MP
23,22,835.67,891.83,MP
23,22,1390.4,1607.11,MP
23,22,3805.0,3628.15,MP
23,22,868.4,1010.92,MP
23,22,856.67,980.05,MP
23,19,3664.5,4047.82,MP
23,19,5708.4,4425.8,MP
23,19,2100.5,2668.39,MP
23,19,1983.0,2588.0,MP
23,19,1593.6,1945.22,MP
23,19,1558.75,1708.99,MP
23,19,911.71,1037.29,MP
23,19,1573.5,1798.4,MP
23,46,3922.67,3466.32,MP
23,46,1854.33,1797.19,MP
23,46,1814.5,1746.95,MP
23,46,988.5,1096.66,MP
23,46,1786.5,1870.3,MP
23,46,907.75,1048.56,MP
23,46,1034.0,1304.0,MP
23,46,816.5,835.93,MP
23,18,3705.67,4037.45,MP
23,18,5149.0,3327.09,MP
23,18,2510.0,3110.0,MP
23,18,1272.78,1633.14,MP
23,18,2054.25,2572.26,MP
23,18,7641.5,8147.66,MP
23,18,869.5,998.64,MP
23,18,963.5,990.11,MP
23,43,2072.0,2303.37,MP
23,43,2276.0,2376.41,MP
23,43,1042.5,1156.22,MP
23,43,1669.0,1831.95,MP
23,43,1502.5,1713.84,MP
23,43,1042.25,1214.74,MP
23,43,935.25,1092.37,MP
23,43,949.75,1091.94,MP
23,34,2101.0,1995.66,MP
23,34,3342.5,3651.82,MP
23,34,1499.29,1995.41,MP
23,34,1008.4,1118.13,MP
23,34,859.6,793.85,MP
23,34,683.5,724.66,MP
23,34,627.67,663.56,MP
23,34,984.0,1072.7,MP
23,35,2598.5,2712.58,MP
23,35,2027.25,2197.88,MP
23,35,1038.0,1224.68,MP
23,35,1648.6,1666.83,MP
23,35,1231.67,1598.61,MP
23,35,1156.0,1362.58,MP
23,35,561.71,642.61,MP
23,35,606.75,767.85,MP
23,43,1663.6,1902.52,MP
23,43,3299.75,4222.97,MP
23,43,1044.25,1134.63,MP
23,43,1036.5,1150.64,MP
23,43,1013.4,1081.29,MP
23,43,971.55,1088.69,MP
23,43,731.33,692.02,MP
23,43,798.0,823.02,MP
23,33,2310.5,3262.78,MP
23,33,5496.0,7486.38,MP
23,33,1302.0,1440.08,MP
23,33,1497.0,1651.81,MP
23,33,1844.0,2124.77,MP
23,33,863.2,974.84,MP
23,33,1192.5,1319.33,MP
23,33,797.8,903.06,MP
23,37,1699.5,1802.24,MP
23,37,1446.25,1539.62,MP
23,37,815.33,910.26,MP
23,37,1056.17,910.28,MP
23,37,1135.4,1164.15,MP
23,37,1011.2,1140.27,MP
23,37,832.13,946.75,MP
23,37,761.25,799.26,MP
23,36,1700.0,1823.15,MP
23,36,1926.0,1390.84,MP
23,36,913.4,942.94,MP
23,36,1000.17,1121.56,MP
23,36,986.5,1050.9,MP
23,36,932.38,1089.94,MP
23,36,1057.0,1326.64,MP
23,36,752.83,880.86,MP
23,32,6716.29,3484.38,MP
23,32,4956.0,5217.08,MP
23,32,2757.33,1644.46,MP
23,32,2854.67,2962.25,MP
23,32,2167.75,1852.48,MP
23,32,1605.71,1526.36,MP
23,32,2655.4,2298.99,MP
23,32,1586.0,1661.48,MP
23,45,2235.0,2077.05,MP
23,45,1949.0,1630.44,MP
23,45,587.0,687.38,MP
23,45,942.0,882.47,MP
23,45,962.8,885.31,MP
23,45,1363.5,1391.99,MP
23,45,745.67,858.95,MP
23,45,516.33,577.61,MP
23,31,1798.25,2092.19,MP
23,31,3325.0,3537.88,MP
23,31,892.25,949.29,MP
23,31,1258.6,1343.19,MP
23,31,1112.0,1287.73,MP
23,31,1220.57,1318.38,MP
23,31,431.4,480.82,MP
23,31,941.67,981.32,MP
23,48,2518.0,2718.55,MP
23,48,1974.0,2103.29,MP
23,48,1133.0,1223.38,MP
23,48,966.75,1136.0,MP
23,48,2654.5,2792.58,MP
23,48,1040.6,1193.42,MP
23,48,627.13,662.4,MP
23,48,893.33,935.71,MP
23,36,1288.25,1667.5,MP
23,36,1618.0,1497.73,MP
23,36,2600.0,2706.03,MP
23,36,831.67,981.69,MP
23,36,1175.67,1261.72,MP
23,36,962.67,1062.35,MP
23,36,940.0,919.25,MP
23,36,719.0,784.34,MP
23,37,3766.33,3535.74,MP
23,37,4013.5,2546.34,MP
23,37,1545.67,1594.59,MP
23,37,879.25,920.76,MP
23,37,1410.67,1521.85,MP
23,37,984.0,960.66,MP
23,37,498.83,574.36,MP
23,37,616.8,708.66,MP
23,45,1401.8,1446.42,MP
23,45,7223.5,1831.38,MP
23,45,582.43,891.25,MP
23,45,714.4,884.84,MP
23,45,820.2,983.99,MP
23,45,733.5,809.18,MP
23,45,861.9,1191.28,MP
23,45,866.67,965.02,MP
23,35,1316.75,1374.85,MP
23,35,2068.0,2159.64,MP
23,35,1415.4,1551.62,MP
23,35,1429.0,2075.99,MP
23,35,615.25,727.39,MP
23,35,799.67,995.89,MP
23,35,703.4,681.33,MP
23,35,844.0,924.34,MP
23,43,17880.0,20292.6,MP
23,43,1871.0,2077.34,MP
23,43,1763.2,1970.93,MP
23,43,2345.67,1621.95,MP
23,43,1047.78,1241.91,MP
23,43,934.2,1084.42,MP
23,43,697.5,764.5,MP
23,43,676.4,769.3,MP
23,43,3071.33,2240.59,MP
23,43,1192.25,1597.93,MP
23,43,1940.0,1940.62,MP
23,43,716.0,867.85,MP
23,43,1057.75,1144.63,MP
23,43,1089.25,1193.91,MP
23,43,1162.33,1291.21,MP
23,43,1283.0,1337.21,MP
23,34,3944.75,3969.82,MP
23,34,3933.25,3874.11,MP
23,34,1485.0,1504.25,MP
23,34,902.0,873.23,MP
23,34,702.8,716.25,MP
23,34,650.5,673.1,MP
23,34,801.0,838.4,MP
23,34,506.6,456.57,MP
23,26,4151.5,4904.22,MP
23,26,3609.0,3794.02,MP
23,26,2548.25,3936.83,MP
23,26,1296.86,1721.32,MP
23,26,3050.67,3403.86,MP
23,26,2007.2,2322.84,MP
23,26,995.0,1118.15,MP
23,26,762.44,830.4,MP
23,33,3862.17,3358.0,MP
23,33,4219.6,3317.08,MP
23,33,10090.67,2201.47,MP
23,33,745.17,761.24,MP
23,33,663.25,738.08,MP
23,33,1731.0,1860.89,MP
23,33,624.2,586.62,MP
23,33,1106.43,1377.49,MP
23,35,746.38,792.56,MP
23,35,1389.0,1315.48,MP
23,35,836.33,937.98,MP
23,35,992.33,850.05,MP
23,35,1909.4,2524.66,MP
23,35,2653.4,2055.45,MP
23,35,702.5,653.87,MP
23,35,782.6,936.87,MP
23,29,1758.33,1785.23,MP
23,29,2593.5,2053.88,MP
23,29,928.33,797.47,MP
23,29,1999.0,2197.29,MP
23,29,1419.5,950.6,MP
23,29,1551.38,1136.82,MP
23,29,969.67,774.96,MP
23,29,1073.5,902.32,MP
23,31,932.75,976.11,MP
23,31,822.0,865.01,MP
23,31,783.0,892.25,MP
23,31,1319.0,1423.79,MP
23,31,850.6,868.41,MP
23,31,945.25,984.63,MP
23,31,779.8,812.24,MP
23,31,1021.25,1068.61,MP
23,34,4479.0,4117.81,MP
23,34,9081.0,8339.84,MP
23,34,2028.0,2182.11,MP
23,34,1670.86,1692.91,MP
23,34,836.67,852.1,MP
23,34,1114.57,1215.73,MP
23,34,1204.0,1333.32,MP
23,34,668.8,685.74,MP
23,28,1181.25,1382.96,MP
23,28,1044.25,1137.32,MP
23,28,973.5,1087.24,MP
23,28,1099.2,1284.01,MP
23,28,740.8,785.76,MP
23,28,676.75,735.41,MP
23,28,553.22,621.8,MP
23,28,539.88,598.96,MP
23,33,2058.6,3831.6,MP
23,33,804.0,1172.22,MP
23,33,626.75,646.77,MP
23,33,1558.25,1518.8,MP
23,33,1986.17,3236.42,MP
23,33,2069.5,2307.92,MP
23,33,983.0,674.21,MP
23,33,914.8,1107.4,MP
23,32,1137.4,1152.58,MP
23,32,1118.0,944.54,MP
23,32,992.67,891.15,MP
23,32,894.75,802.83,MP
23,32,1073.86,921.47,MP
23,32,1439.33,1410.29,MP
23,32,716.33,705.31,MP
23,32,698.17,619.11,MP
23,27,2178.0,2428.27,MP
23,27,2359.14,2414.78,MP
23,27,792.42,866.83,MP
23,27,911.0,1070.35,MP
23,27,1264.83,1371.32,MP
23,27,803.13,858.47,MP
23,27,719.0,797.6,MP
23,27,772.0,776.53,MP
23,36,2202.67,2653.16,MP
23,36,2850.0,2279.05,MP
23,36,1394.2,1425.87,MP
23,36,994.54,987.87,MP
23,36,1673.5,1536.25,MP
23,36,960.0,1088.75,MP
23,36,816.75,927.46,MP
23,36,554.0,554.49,MP
23,26,2543.33,1675.77,MP
23,26,2754.0,2961.08,MP
23,26,2777.75,2346.62,MP
23,26,2084.2,1797.82,MP
23,26,1354.0,1456.21,MP
23,26,1978.17,1625.68,MP
23,26,1377.17,1399.43,MP
23,26,758.33,797.9,MP
23,32,8526.25,6285.87,MP
23,32,5942.25,3687.66,MP
23,32,4753.5,3732.68,MP
23,32,1425.83,1357.73,MP
23,32,2896.67,2515.68,MP
23,32,2322.88,2480.97,MP
23,32,1117.5,693.3,MP
23,32,772.25,832.32,MP
23,45,1447.33,1725.87,MP
23,45,2402.33,2097.29,MP
23,45,1446.5,1523.85,MP
23,45,827.0,1123.58,MP
23,45,1349.25,1382.5,MP
23,45,2099.83,1330.41,MP
23,45,722.5,853.39,MP
23,45,558.25,609.96,MP
23,48,1761.5,1842.05,MP
23,48,1075.25,1301.48,MP
23,48,842.75,860.34,MP
23,48,892.83,956.44,MP
23,48,1367.33,1455.05,MP
23,48,840.25,894.21,MP
23,48,957.0,1025.18,MP
23,48,776.86,823.23,MP
23,26,2581.33,2385.85,MP
23,26,4328.5,4601.58,MP
23,26,1959.5,1768.4,MP
23,26,1530.83,1527.39,MP
23,26,1420.86,1408.08,MP
23,26,2383.2,2134.38,MP
23,26,1642.0,1762.55,MP
23,26,1738.33,1680.27,MP
23,43,5239.0,5510.85,MP
23,43,4408.0,4326.92,MP
23,43,2659.25,2276.41,MP
23,43,1358.6,1577.2,MP
23,43,1524.8,1484.77,MP
23,43,1164.0,1250.92,MP
23,43,1215.75,769.93,MP
23,43,807.4,853.79,MP
23,26,5674.5,5524.64,MP
23,26,4586.0,4219.22,MP
23,26,1903.0,1339.82,MP
23,26,2998.0,2697.91,MP
23,26,2666.4,2495.96,MP
23,26,1335.67,1225.87,MP
23,26,1207.75,1073.02,MP
23,26,1075.29,998.91,MP
23,26,2705.0,2873.22,MP
23,26,5152.67,4062.67,MP
23,26,2135.2,1900.93,MP
23,26,2882.5,2371.16,MP
23,26,2626.2,2271.38,MP
23,26,1468.6,1760.22,MP
23,26,903.75,995.39,MP
23,26,772.4,833.39,MP
23,43,3264.0,3489.48,MP
23,43,2766.33,4136.69,MP
23,43,1827.25,1789.54,MP
23,43,758.1,1484.59,MP
23,43,1612.5,1664.43,MP
23,43,1481.25,1588.43,MP
23,43,488.75,541.98,MP
23,43,772.33,837.15,MP
23,32,1937.0,1954.81,MP
23,32,2235.5,2331.66,MP
23,32,1231.25,1060.26,MP
23,32,888.1,877.13,MP
23,32,1283.0,1290.27,MP
23,32,918.75,911.35,MP
23,32,592.25,607.42,MP
23,32,616.86,614.22,MP
23,37,2139.5,1908.97,MP
23,37,772.0,779.18,MP
23,37,2017.0,2072.07,MP
23,37,466.17,481.92,MP
23,37,2239.0,2671.33,MP
23,37,1745.0,1427.74,MP
23,37,2200.0,2265.75,MP
23,37,445.8,556.32,MP
23,31,2900.0,4466.03,MP
23,31,2634.2,2487.41,MP
23,31,1707.5,1941.68,MP
23,31,3753.25,1593.8,MP
23,31,1330.4,1404.35,MP
23,31,1483.5,1608.47,MP
23,31,707.6,938.89,MP
23,31,637.38,709.89,MP
23,25,3373.5,3580.01,MP
23,25,3617.75,5181.93,MP
23,25,992.67,1114.73,MP
23,25,2099.5,2330.63,MP
23,25,1895.0,2485.59,MP
23,25,1414.43,1670.84,MP
23,25,1011.67,1097.11,MP
23,25,1148.67,1740.86,MP
23,26,2054.75,3459.92,MP
23,26,3444.0,3857.33,MP
23,26,1193.33,1524.25,MP
23,26,2597.0,2713.18,MP
23,26,2176.75,2612.78,MP
23,26,1231.5,1293.58,MP
23,26,1067.6,1201.08,MP
23,26,1441.5,1107.51,MP
23,29,1752.2,1855.13,MP
23,29,3114.5,3157.41,MP
23,29,858.8,940.31,MP
23,29,1084.5,1208.7,MP
23,29,1422.5,1386.34,MP
23,29,1274.38,1483.14,MP
23,29,619.8,739.94,MP
23,29,2280.0,2444.38,MP
23,32,8895.33,9360.86,MP
23,32,6880.25,5807.65,MP
23,32,7871.0,6007.3,MP
23,32,4359.2,3626.52,MP
23,32,4685.0,4945.55,MP
23,32,2740.13,2157.42,MP
23,32,7360.25,5911.11,MP
23,32,3175.67,3387.72,MP
